NatEmis;Province;Official_Institution_Name;Status;Sector;Type_DoE;Phase_PED;Specialisation;EIDistrict;EICircuit;OwnerLand;OwnerBuild;GIS_Longitude;GIS_Latitude;LMunName;SP_Name;Township_Village;Suburb;Town_City;StreetAddress;Quintile;Registration_Date;NoFeeSchool;Urban_Rural;Learners2023;Educators2023
200100106;EC;CARITAS PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,73263;25,37198;Sundays River Valley Local Municipality;Rosedale;;ROSEDALE;UITENHAGE;Warbler Road,Rosedale,Uitenhage,6230;Q3;1/1/1979;YES;Urban;1006;29
200100107;EC;CARLISLE BRIDGE PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-33,06935;26,22318;Makana Local Municipality;Albany NU;;HLALANI VILLA;GRAHAMSTOWN;CARLISLE BRIDGE FARM, Grahamstown, 6140;Q2;1/1/1901;YES;Rural;71;3
200100108;EC;GOLDWATER PREPARATORY SCHOOL;OPEN;INDEPENDENT;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;PRIVATE;PRIVATE;-33,970457;25,52201;Nelson Mandela Bay Metropolitan Municipality;;GOLDWATER;LORRAINE;GQEBERHA;CENTENARY ROAD,LORRAINE,GQEBERHA,6070;N/A;1/20/2016;NO;Urban;111;12
200100109;EC;CEBELIHLE PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;UNKNOWN;-33,868503;25,549789;Nelson Mandela Bay Metropolitan Municipality;Govan Mbeki;;GOVAN MBEKI TOWNSHIP;GQEBERHA;MBEKI STREET,GOVAN MBEKI TOWNSHIP,GQEBERHA,6001;Q3;1/1/1995;YES;Urban;1012;26
200100110;EC;CEDARBERG PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;UNKNOWN;-33,86344;25,46668;Nelson Mandela Bay Metropolitan Municipality;Booysen Park;;BOOYSEN PARK;PORT ELIZABETH;Cedarberg Close,Booysen Park,Port Elizabeth,6059;Q3;;YES;Urban;1155;33
200100111;EC;CHAPMAN SECONDARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;SECONDARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,91869;25,55126;Nelson Mandela Bay Metropolitan Municipality;Jarman;;GELVANDALE;GQEBERHA;BELL ROAD,GELVANDALE,GQEBERHA,6020;Q3;1/1/1978;YES;Urban;1199;33
200100112;EC;CHARLES DUNA PUBLIC SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;UNKNOWN;-33,89614;25,59179;Nelson Mandela Bay Metropolitan Municipality;New Brighton 2;;NEW BRIGHTON;GQEBERHA;MSIMKA STREET,NEW BRIGHTON, QEBERHA,6200;Q3;1/1/1962;YES;Urban;1064;28
200100113;EC;CHARLO PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;UNKNOWN;-33,98557;25,53875;Nelson Mandela Bay Metropolitan Municipality;Broadwood;;CHARLO;GQEBERHA;MILES AVENUE,CHARLO,GQEBERHA,6070;Q5;1/1/1972;NO;Urban;565;29
200100114;EC;CHATTY SECONDARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;SECONDARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,87063;25,50541;Nelson Mandela Bay Metropolitan Municipality;NONE;;BLOEMENDAL;GQEBERHA;72 SCHOLTZ STREET,BLOEMENDAL,GQEBERHA,6059;Q3;1/1/1979;YES;Urban;1036;32
200100116;EC;CHIGWELL PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;SARAH BAARTMAN;;GOVERNMENT;UNKNOWN;-33,7941;24,83518;Kouga Local Municipality;Hankey NU;;;PATENSIE;Dankbaar Farm,Patensie,6335;Q2;1/1/1981;YES;Rural;288;10
200100117;EC;MORNINGSIDE HIGH SCHOOL;OPEN;Public;ORDINARY SCHOOL;SECONDARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,93541;25,50492;Nelson Mandela Bay Metropolitan Municipality;Kabega Park;;MORNINGSIDE;GQEBERHA;TOPAZ ROAD,MORNINGSIDE,GQEBERHA,6025;Q4;1/1/1973;NO;Urban;985;33
200100118;EC;CHUBEKILE SENIOR SECONDARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;SECONDARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,87818;25,57184;Nelson Mandela Bay Metropolitan Municipality;Kwazakele 3;;KWAZAKHELE;GQEBERHA;TUBALI STREET,KWAZAKHELE,GQEBERHA,6205;Q3;;YES;Urban;687;20
200100119;EC;CINGANI HIGH SCHOOL;OPEN;Public;ORDINARY SCHOOL;SECONDARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;PUBLIC;-33,82161;25,58722;Nelson Mandela Bay Metropolitan Municipality;NONE;;SWARTKOPS VALLEY;GQEBERHA;61 KABONQABA STREET,SWARTKOPSVALLEY,GQEBERHA,6211;Q3;1/1/1988;YES;Urban;1505;37
200100120;EC;CLARENDON PARK PRIMARY SCHOOL;OPEN;Public;ORDINARY SCHOOL;PRIMARY SCHOOL;ORDINARY SCHOOL;NELSON MANDELA;;GOVERNMENT;UNKNOWN;-33,97262;25,58833;Nelson Mandela Bay Metropolitan Municipality;Walmer;;WALMER;GQEBERHA;CORNER CHURCH ROAD & 7TH AVENUE,WALMER,GQEBERHA,6070;Q5;1/1/1948;NO;Urban;973;52
